city,timestamp,temperature,season
New York,2010-01-01,2.5175393143934635,winter
New York,2010-01-02,-0.4223077884212287,winter
New York,2010-01-03,4.667341707958514,winter
New York,2010-01-04,-2.068583825169565,winter
New York,2010-01-05,3.6826262468914472,winter
New York,2010-01-06,-9.755232171544058,winter
New York,2010-01-07,1.005142209751097,winter
New York,2010-01-08,0.8589373157661506,winter
New York,2010-01-09,1.9097376294197645,winter
New York,2010-01-10,-3.028771102165801,winter
New York,2010-01-11,-0.4709824737378407,winter
New York,2010-01-12,0.909340364662471,winter
New York,2010-01-13,7.032442539981688,winter
New York,2010-01-14,1.7847171625089637,winter
New York,2010-01-15,6.956284833581156,winter
New York,2010-01-16,-8.094281163852417,winter
New York,2010-01-17,0.2950812607551102,winter
New York,2010-01-18,1.1887198951429498,winter
New York,2010-01-19,-6.349625917764029,winter
New York,2010-01-20,-2.7978504190293654,winter
New York,2010-01-21,-4.302911287036203,winter
New York,2010-01-22,1.8360335250722748,winter
New York,2010-01-23,-5.500603449308821,winter
New York,2010-01-24,12.276040489329112,winter
New York,2010-01-25,-3.68428829729859,winter
New York,2010-01-26,3.241902935242511,winter
New York,2010-01-27,8.247558844581778,winter
New York,2010-01-28,-6.801835570541485,winter
New York,2010-01-29,-3.471502385496643,winter
New York,2010-01-30,-0.5853324451403762,winter
New York,2010-01-31,0.8688861100330681,winter
New York,2010-02-01,-7.36656302694384,winter
New York,2010-02-02,-10.323445136568619,winter
New York,2010-02-03,-4.908230766725782,winter
New York,2010-02-04,-8.644765724892325,winter
New York,2010-02-05,6.747795742125278,winter
New York,2010-02-06,-2.794909094423233,winter
New York,2010-02-07,9.777156986766,winter
New York,2010-02-08,-1.4447658109567705,winter
New York,2010-02-09,-9.915614922568244,winter
New York,2010-02-10,6.086013227085113,winter
New York,2010-02-11,3.7049338169034876,winter
New York,2010-02-12,5.925997382471313,winter
New York,2010-02-13,-3.0862645711537344,winter
New York,2010-02-14,6.107174319254776,winter
